origin,cwe,location,id,msg,verbose,severity,label
Arduino,467,"{'file': 'post-1447.c', 'line': '4', 'info': None}",sizeofwithsilentarraypointer,Using &#039;sizeof&#039; on array given as function argument returns size of a pointer.,"Using &#039;sizeof&#039; for array given as function argument returns the size of a pointer. It does not return the size of the whole array in bytes as might be expected. For example, this code:
     int f(char a[100]) {
         return sizeof(a);
     }
returns 4 (in 32-bit systems) or 8 (in 64-bit systems) instead of 100 (the size of the array in bytes).",warning,0
Arduino,476,"{'file': 'post-215.c', 'line': '13', 'info': 'Null pointer dereference'}",nullPointer,Null pointer dereference: funcPtr,Null pointer dereference: funcPtr,error,0
Arduino,561,"{'file': 'post-58283.c', 'line': '4', 'info': None}",duplicateBreak,"Consecutive return, break, continue, goto or throw statements are unnecessary.","Consecutive return, break, continue, goto or throw statements are unnecessary. The second statement can never be executed, and so should be removed.",style,0
Arduino,561,"{'file': 'post-42974.c', 'line': '67', 'info': None}",duplicateBreak,"Consecutive return, break, continue, goto or throw statements are unnecessary.","Consecutive return, break, continue, goto or throw statements are unnecessary. The second statement can never be executed, and so should be removed.",style,0
Arduino,561,"{'file': 'post-9314.c', 'line': '16', 'info': None}",duplicateBreak,"Consecutive return, break, continue, goto or throw statements are unnecessary.","Consecutive return, break, continue, goto or throw statements are unnecessary. The second statement can never be executed, and so should be removed.",style,0
Arduino,561,"{'file': 'post-19710.c', 'line': '36', 'info': None}",unreachableCode,"Statements following return, break, continue, goto or throw will never be executed.","Statements following return, break, continue, goto or throw will never be executed.",style,0
Arduino,562,"{'file': 'post-81464-2.c', 'line': '4', 'info': None}",returnDanglingLifetime,Returning pointer to local variable &#039;buff&#039; that will be invalid when returning.,Returning pointer to local variable &#039;buff&#039; that will be invalid when returning.,error,0
Arduino,563,"{'file': 'post-71618.c', 'line': '13', 'info': 'ADSK is overwritten'}",redundantAssignment,Variable &#039;ADSK&#039; is reassigned a value before the old one has been used.,Variable &#039;ADSK&#039; is reassigned a value before the old one has been used.,style,0
Arduino,563,"{'file': 'post-6549.c', 'line': '19', 'info': 'finalss[10] is overwritten'}",redundantAssignment,Variable &#039;finalss[10]&#039; is reassigned a value before the old one has been used.,Variable &#039;finalss[10]&#039; is reassigned a value before the old one has been used.,style,0
Arduino,563,"{'file': 'post-80731-3.c', 'line': '11', 'info': 'wild_pointer is overwritten'}",redundantAssignment,Variable &#039;wild_pointer&#039; is reassigned a value before the old one has been used.,Variable &#039;wild_pointer&#039; is reassigned a value before the old one has been used.,style,1
Arduino,570,"{'file': 'post-777.c', 'line': '39', 'info': None}",comparePointers,Comparing pointers that point to different objects,Comparing pointers that point to different objects,error,1
Arduino,570,"{'file': 'post-70967.c', 'line': '34', 'info': None}",knownConditionTrueFalse,Condition &#039;startTime=0&#039; is always false,Condition &#039;startTime=0&#039; is always false,style,0
Arduino,570,"{'file': 'post-43565-2.c', 'line': '5', 'info': 'Condition &#039;ihue&gt;255&#039; is always false'}",knownConditionTrueFalse,Condition &#039;ihue&gt;255&#039; is always false,Condition &#039;ihue&gt;255&#039; is always false,style,0
Arduino,570,"{'file': 'post-8600.c', 'line': '45', 'info': 'Condition &#039;t2==30&#039; is always false'}",knownConditionTrueFalse,Condition &#039;t2==30&#039; is always false,Condition &#039;t2==30&#039; is always false,style,0
Arduino,571,"{'file': 'post-71618.c', 'line': '14', 'info': 'Condition &#039;ADDO&#039; is always true'}",knownConditionTrueFalse,Condition &#039;ADDO&#039; is always true,Condition &#039;ADDO&#039; is always true,style,0
Arduino,571,"{'file': 'post-77364.c', 'line': '4', 'info': 'Condition &#039;data&#039; is always true'}",knownConditionTrueFalse,Condition &#039;data&#039; is always true,Condition &#039;data&#039; is always true,style,0
Arduino,571,"{'file': 'post-71995.c', 'line': '19', 'info': 'Condition &#039;value&lt;=500&#039; is always true'}",knownConditionTrueFalse,Condition &#039;value&lt;=500&#039; is always true,Condition &#039;value&lt;=500&#039; is always true,style,0
Arduino,571,"{'file': 'post-61306.c', 'line': '238', 'info': 'Condition &#039;myServoFlag==1&#039; is always true'}",knownConditionTrueFalse,Condition &#039;myServoFlag==1&#039; is always true,Condition &#039;myServoFlag==1&#039; is always true,style,0
Arduino,571,"{'file': 'post-25180.c', 'line': '41', 'info': 'Condition &#039;!loaded&#039; is always true'}",knownConditionTrueFalse,Condition &#039;!loaded&#039; is always true,Condition &#039;!loaded&#039; is always true,style,0
Arduino,571,"{'file': 'post-76182.c', 'line': '37', 'info': 'Condition &#039;btnPressed&#039; is always true'}",knownConditionTrueFalse,Condition &#039;btnPressed&#039; is always true,Condition &#039;btnPressed&#039; is always true,style,0
Arduino,571,"{'file': 'post-60282.c', 'line': '304', 'info': 'Condition &#039;ventclosed&#039; is always true'}",knownConditionTrueFalse,Condition &#039;ventclosed&#039; is always true,Condition &#039;ventclosed&#039; is always true,style,0
Arduino,571,"{'file': 'post-48548.c', 'line': '10', 'info': 'Condition &#039;sensorState==1&#039; is always true'}",knownConditionTrueFalse,Condition &#039;sensorState==1&#039; is always true,Condition &#039;sensorState==1&#039; is always true,style,0
Arduino,571,"{'file': 'post-61306.c', 'line': '377', 'info': 'Condition &#039;myServoFlag==1&#039; is always true'}",knownConditionTrueFalse,Condition &#039;myServoFlag==1&#039; is always true,Condition &#039;myServoFlag==1&#039; is always true,style,0
Arduino,571,"{'file': 'post-71618.c', 'line': '9', 'info': 'Condition &#039;ADDO&#039; is always true'}",knownConditionTrueFalse,Condition &#039;ADDO&#039; is always true,Condition &#039;ADDO&#039; is always true,style,0
Arduino,571,"{'file': 'post-19541-3.c', 'line': '6', 'info': None}",knownConditionTrueFalse,Condition &#039;cool=2&#039; is always true,Condition &#039;cool=2&#039; is always true,style,0
Arduino,595,"{'file': 'post-48493.c', 'line': '31', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;msg&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;msg&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-33039.c', 'line': '14', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;serialInput&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;serialInput&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-48493.c', 'line': '35', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;msg&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;msg&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-75312.c', 'line': '49', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-78395.c', 'line': '46', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;voice&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;voice&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-52070.c', 'line': '8', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;content.substring(1)&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;content.substring(1)&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-75312.c', 'line': '55', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-75312.c', 'line': '51', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-75312.c', 'line': '48', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;s&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-3954.c', 'line': '28', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;command&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;command&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-78395.c', 'line': '44', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;voice&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;voice&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,595,"{'file': 'post-22408.c', 'line': '23', 'info': None}",literalWithCharPtrCompare,String literal compared with variable &#039;recv&#039;. Did you intend to use strcmp() instead?,String literal compared with variable &#039;recv&#039;. Did you intend to use strcmp() instead?,warning,0
Arduino,664,"{'file': 'post-201-2.c', 'line': '52', 'info': None}",va_end_missing,va_list &#039;argv&#039; was opened but not closed by va_end().,va_list &#039;argv&#039; was opened but not closed by va_end().,error,0
Arduino,683,"{'file': 'post-18795.c', 'line': '10', 'info': None}",funcArgOrderDifferent,"Function &#039;functionA&#039; argument order different: declaration &#039;errorMsg, &#039; definition &#039;errorCode, errorMsg&#039;","Function &#039;functionA&#039; argument order different: declaration &#039;errorMsg, &#039; definition &#039;errorCode, errorMsg&#039;",warning,1
Arduino,686,"{'file': 'post-16003.c', 'line': '49', 'info': None}",invalidScanfArgType_int,%d in format string (no. 2) requires &#039;int *&#039; but the argument type is &#039;signed short *&#039;.,%d in format string (no. 2) requires &#039;int *&#039; but the argument type is &#039;signed short *&#039;.,warning,0
Arduino,758,"{'file': 'post-43738.c', 'line': '11', 'info': None}",objectIndex,The address of local variable &#039;val&#039; might be accessed at non-zero index.,The address of local variable &#039;val&#039; might be accessed at non-zero index.,warning,0
Arduino,758,"{'file': 'post-43738.c', 'line': '4', 'info': None}",objectIndex,The address of local variable &#039;val&#039; might be accessed at non-zero index.,The address of local variable &#039;val&#039; might be accessed at non-zero index.,warning,0
Arduino,768,"{'file': 'post-60282.c', 'line': '351', 'info': None}",unknownEvaluationOrder,Expression &#039;displayMode=++displayMode%8&#039; depends on order of evaluation of side effects,Expression &#039;displayMode=++displayMode%8&#039; depends on order of evaluation of side effects,error,0
Arduino,783,"{'file': 'post-60282.c', 'line': '377', 'info': None}",clarifyCalculation,Clarify calculation precedence for &#039;&amp;&#039; and &#039;?&#039;.,Suspicious calculation. Please use parentheses to clarify the code. The code &#039;&#039;a&amp;b?c:d&#039;&#039; should be written as either &#039;&#039;(a&amp;b)?c:d&#039;&#039; or &#039;&#039;a&amp;(b?c:d)&#039;&#039;.,style,0
Arduino,788,"{'file': 'post-57798.c', 'line': '69', 'info': None}",arrayIndexOutOfBounds,"Array &#039;voltage[2]&#039; accessed at index 16, which is out of bounds.","Array &#039;voltage[2]&#039; accessed at index 16, which is out of bounds.",error,0
Arduino,788,"{'file': 'post-20464.c', 'line': '41', 'info': None}",arrayIndexOutOfBounds,"Array &#039;names[16]&#039; accessed at index 16, which is out of bounds.","Array &#039;names[16]&#039; accessed at index 16, which is out of bounds.",error,0
Arduino,788,"{'file': 'post-51810.c', 'line': '135', 'info': None}",arrayIndexOutOfBounds,"Array &#039;input[12]&#039; accessed at index 12, which is out of bounds.","Array &#039;input[12]&#039; accessed at index 12, which is out of bounds.",error,0
Arduino,788,"{'file': 'post-31796.c', 'line': '14', 'info': None}",arrayIndexOutOfBounds,"Array &#039;axisMatrix[50][3]&#039; accessed at index axisMatrix[50][2], which is out of bounds.","Array &#039;axisMatrix[50][3]&#039; accessed at index axisMatrix[50][2], which is out of bounds.",error,0
Arduino,788,"{'file': 'post-25615.c', 'line': '185', 'info': None}",arrayIndexOutOfBounds,"Array &#039;timeCode[11]&#039; accessed at index 11, which is out of bounds.","Array &#039;timeCode[11]&#039; accessed at index 11, which is out of bounds.",error,0
Arduino,788,"{'file': 'post-31796.c', 'line': '15', 'info': None}",arrayIndexOutOfBounds,"Array &#039;axisMatrix[50][3]&#039; accessed at index axisMatrix[50][3], which is out of bounds.","Array &#039;axisMatrix[50][3]&#039; accessed at index axisMatrix[50][3], which is out of bounds.",error,0
Arduino,788,"{'file': 'post-44892.c', 'line': '168', 'info': 'Array index out of bounds'}",arrayIndexOutOfBoundsCond,"Either the condition &#039;lednum&lt;=50&#039; is redundant or the array &#039;Leds[50]&#039; is accessed at index 50, which is out of bounds.","Either the condition &#039;lednum&lt;=50&#039; is redundant or the array &#039;Leds[50]&#039; is accessed at index 50, which is out of bounds.",warning,0
Arduino,788,"{'file': 'post-65502.c', 'line': '54', 'info': 'Array index out of bounds'}",arrayIndexOutOfBoundsCond,"Either the condition &#039;index&gt;=number_of_readings&#039; is redundant or the array &#039;current_reading[200]&#039; is accessed at index 200, which is out of bounds.","Either the condition &#039;index&gt;=number_of_readings&#039; is redundant or the array &#039;current_reading[200]&#039; is accessed at index 200, which is out of bounds.",warning,0
Arduino,788,"{'file': 'post-65502.c', 'line': '53', 'info': 'Array index out of bounds'}",arrayIndexOutOfBoundsCond,"Either the condition &#039;index&gt;=number_of_readings&#039; is redundant or the array &#039;current_reading[200]&#039; is accessed at index 200, which is out of bounds.","Either the condition &#039;index&gt;=number_of_readings&#039; is redundant or the array &#039;current_reading[200]&#039; is accessed at index 200, which is out of bounds.",warning,0
Arduino,788,"{'file': 'post-55266.c', 'line': '23', 'info': None}",bufferAccessOutOfBounds,Buffer is accessed out of bounds: buff,Buffer is accessed out of bounds: buff,error,0
Arduino,788,"{'file': 'post-19457.c', 'line': '7', 'info': None}",bufferAccessOutOfBounds,Buffer is accessed out of bounds: godz,Buffer is accessed out of bounds: godz,error,0
RaspberryPi,398,"{'file': 'post-24890-3.c', 'line': '29', 'info': 'identical inner condition: wid&gt;=0'}",identicalInnerCondition,Identical inner &#039;if&#039; condition is always true.,Identical inner &#039;if&#039; condition is always true (outer condition is &#039;wid&gt;=0&#039; and inner condition is &#039;wid&gt;=0&#039;).,warning,0
RaspberryPi,398,"{'file': 'post-113154.c', 'line': '105', 'info': None}",variableScope,The scope of the variable &#039;h&#039; can be reduced.,"The scope of the variable &#039;h&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-12106.c', 'line': '39', 'info': None}",variableScope,The scope of the variable &#039;new_fd&#039; can be reduced.,"The scope of the variable &#039;new_fd&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-113154.c', 'line': '685', 'info': None}",variableScope,The scope of the variable &#039;retval&#039; can be reduced.,"The scope of the variable &#039;retval&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-22057.c', 'line': '139', 'info': None}",variableScope,The scope of the variable &#039;temp&#039; can be reduced.,"The scope of the variable &#039;temp&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-39225-2.c', 'line': '8', 'info': None}",variableScope,The scope of the variable &#039;bufferIndex&#039; can be reduced.,"The scope of the variable &#039;bufferIndex&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-24890-2.c', 'line': '9', 'info': None}",variableScope,The scope of the variable &#039;lev&#039; can be reduced.,"The scope of the variable &#039;lev&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-89185.c', 'line': '6', 'info': None}",variableScope,The scope of the variable &#039;i&#039; can be reduced.,"The scope of the variable &#039;i&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-23767.c', 'line': '6', 'info': None}",variableScope,The scope of the variable &#039;buf&#039; can be reduced.,"The scope of the variable &#039;buf&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-113154.c', 'line': '396', 'info': None}",variableScope,The scope of the variable &#039;i&#039; can be reduced.,"The scope of the variable &#039;i&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-24890.c', 'line': '3', 'info': None}",variableScope,The scope of the variable &#039;m&#039; can be reduced.,"The scope of the variable &#039;m&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-81747.c', 'line': '46', 'info': None}",variableScope,The scope of the variable &#039;rowIndex&#039; can be reduced.,"The scope of the variable &#039;rowIndex&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-26217-2.c', 'line': '21', 'info': None}",variableScope,The scope of the variable &#039;j&#039; can be reduced.,"The scope of the variable &#039;j&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,398,"{'file': 'post-78348.c', 'line': '3', 'info': None}",variableScope,The scope of the variable &#039;counter&#039; can be reduced.,"The scope of the variable &#039;counter&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
RaspberryPi,457,"{'file': 'post-7013.c', 'line': '33', 'info': None}",uninitvar,Uninitialized variable: fail,Uninitialized variable: fail,error,0
RaspberryPi,457,"{'file': 'post-71894.c', 'line': '25', 'info': None}",uninitvar,Uninitialized variable: state,Uninitialized variable: state,error,0
RaspberryPi,457,"{'file': 'post-7013.c', 'line': '23', 'info': None}",uninitvar,Uninitialized variable: fail,Uninitialized variable: fail,error,0
RaspberryPi,457,"{'file': 'post-7013.c', 'line': '52', 'info': None}",uninitvar,Uninitialized variable: fail,Uninitialized variable: fail,error,0
RaspberryPi,467,"{'file': 'post-7434.c', 'line': '56', 'info': None}",arithOperationsOnVoidPointer,"&#039;base-&gt;accessor&#039; is of type &#039;void *&#039;. When using void pointers in calculations, the behaviour is undefined.","&#039;base-&gt;accessor&#039; is of type &#039;void *&#039;. When using void pointers in calculations, the behaviour is undefined. Arithmetic operations on &#039;void *&#039; is a GNU C extension, which defines the &#039;sizeof(void)&#039; to be 1.",portability,0
RaspberryPi,570,"{'file': 'post-76982-2.c', 'line': '13', 'info': 'Condition &#039;*p==&#039;\\n&#039;&#039; is always false'}",knownConditionTrueFalse,Condition &#039;*p==&#039;\n&#039;&#039; is always false,Condition &#039;*p==&#039;\n&#039;&#039; is always false,style,0
RaspberryPi,685,"{'file': 'post-12087.c', 'line': '19', 'info': None}",wrongPrintfScanfArgNum,fprintf format string requires 3 parameters but only 2 are given.,fprintf format string requires 3 parameters but only 2 are given.,error,0
RaspberryPi,686,"{'file': 'post-22683-2.c', 'line': '52', 'info': None}",invalidPrintfArgType_uint,%lu in format string (no. 1) requires &#039;unsigned long&#039; but the argument type is &#039;unsigned int&#039;.,%lu in format string (no. 1) requires &#039;unsigned long&#039; but the argument type is &#039;unsigned int&#039;.,warning,0
RaspberryPi,686,"{'file': 'post-43600.c', 'line': '76', 'info': None}",invalidPrintfArgType_uint,%u in format string (no. 2) requires &#039;unsigned int&#039; but the argument type is &#039;signed int&#039;.,%u in format string (no. 2) requires &#039;unsigned int&#039; but the argument type is &#039;signed int&#039;.,warning,0
RaspberryPi,686,"{'file': 'post-49378.c', 'line': '31', 'info': None}",invalidPrintfArgType_uint,%Lx in format string (no. 1) requires &#039;unsigned long long&#039; but the argument type is &#039;unsigned long long&#039;.,%Lx in format string (no. 1) requires &#039;unsigned long long&#039; but the argument type is &#039;unsigned long long&#039;.,warning,0
RaspberryPi,758,"{'file': 'post-7013.c', 'line': '43', 'info': 'Shift'}",shiftTooManyBitsSigned,Shifting signed 32-bit value by 31 bits is implementation-defined behaviour. See condition at line 40.,Shifting signed 32-bit value by 31 bits is implementation-defined behaviour. See condition at line 40.,portability,0
StackOverflow_c,190,"{'file': 'post-29460225.c', 'line': '7', 'info': None}",integerOverflow,Signed integer overflow for expression &#039;1&lt;&lt;40&#039;.,Signed integer overflow for expression &#039;1&lt;&lt;40&#039;.,error,0
StackOverflow_c,190,"{'file': 'post-29460225.c', 'line': '8', 'info': None}",integerOverflow,Signed integer overflow for expression &#039;1&lt;&lt;40&#039;.,Signed integer overflow for expression &#039;1&lt;&lt;40&#039;.,error,0
StackOverflow_c,252,"{'file': 'post-33693995-2.c', 'line': '50', 'info': None}",ignoredReturnValue,Return value of function clock() is not used.,Return value of function clock() is not used.,warning,0
StackOverflow_c,252,"{'file': 'post-33693995.c', 'line': '39', 'info': None}",ignoredReturnValue,Return value of function clock() is not used.,Return value of function clock() is not used.,warning,0
StackOverflow_c,398,"{'file': 'post-32081593.c', 'line': '21', 'info': None}",constStatement,"Found suspicious operator &#039;,&#039;","Found suspicious operator &#039;,&#039;",warning,0
StackOverflow_c,398,"{'file': 'post-48848599.c', 'line': '51', 'info': None}",knownConditionTrueFalse,The comparison &#039;i == 0&#039; is always true.,Finding the same expression on both sides of an operator is suspicious and might indicate a cut and paste or logic error. Please examine this code carefully to determine if it is correct.,style,0
StackOverflow_c,398,"{'file': 'post-45528409.c', 'line': '33', 'info': 'Shadow variable'}",shadowVariable,Local variable &#039;iv&#039; shadows outer variable,Local variable &#039;iv&#039; shadows outer variable,style,0
StackOverflow_c,398,"{'file': 'post-17410904-2.c', 'line': '153', 'info': 'Shadow variable'}",shadowVariable,Local variable &#039;p&#039; shadows outer variable,Local variable &#039;p&#039; shadows outer variable,style,0
StackOverflow_c,398,"{'file': 'post-16378017.c', 'line': '9', 'info': 'Shadow variable'}",shadowVariable,Local variable &#039;i&#039; shadows outer variable,Local variable &#039;i&#039; shadows outer variable,style,0
StackOverflow_c,398,"{'file': 'post-24273173.c', 'line': '2', 'info': None}",uselessAssignmentArg,Assignment of function parameter has no effect outside the function.,Assignment of function parameter has no effect outside the function.,style,0
StackOverflow_c,398,"{'file': 'post-56507333.c', 'line': '6', 'info': None}",variableScope,The scope of the variable &#039;rc&#039; can be reduced.,"The scope of the variable &#039;rc&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
StackOverflow_c,398,"{'file': 'post-30640671.c', 'line': '4', 'info': None}",variableScope,The scope of the variable &#039;b&#039; can be reduced.,"The scope of the variable &#039;b&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.",style,0
